customer_id,default_flag,join_date,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,education_level_enc,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,gender_Male,gender_Other,employment_type_Self-Employed,employment_type_Unemployed,debt_to_income_ratio,average_monthly_transactions,spending_to_income_ratio
C00571,0,2022-12-12,47,Female,West,Post-Graduate,Salaried,74042.84,31903.71,Business,708.19,1,145.0,0.43,3,0,0,1,0,0,0,0,0,0,0,0.4308817706073943,22.53886010362694,0.001958325747634748
C00572,0,2020-12-13,23,Female,North,Graduate,Salaried,68651.31,14873.54,Car,854.96,1,339.0,0.63,2,1,0,0,1,0,0,0,0,0,0,0.21665340399185393,11.030368763557483,0.004937997541489012
C00573,0,2020-09-29,42,Male,East,Primary,Self-Employed,87282.47,75116.89,Business,731.97,1,226.0,0.44,0,0,0,0,0,0,0,1,0,1,0,0.8606182891020384,6.800401203610832,0.0025892942763879163
C00574,0,2019-03-20,47,Male,South,Post-Graduate,Self-Employed,58546.57,16058.32,Business,741.63,1,452.0,0.62,3,0,1,0,0,0,0,1,0,1,0,0.27428284867926506,8.7146529562982,0.007720349800167627
C00575,0,2019-09-05,22,Male,South,Graduate,Self-Employed,75534.76,15344.1,Business,450.82,0,404.0,0.72,2,0,1,0,0,0,0,1,0,1,0,0.20313958765474335,8.738284066330209,0.005348530928012481
C00576,0,2020-09-19,43,Female,North,Graduate,Self-Employed,73674.8,75090.93,Education,752.02,2,165.0,0.72,2,1,0,0,0,1,0,0,0,1,0,1.0192213619853734,4.915590863952334,0.002239571739590742
C00577,0,2018-09-21,64,Female,East,Post-Graduate,Salaried,33580.36,20902.77,Business,650.26,2,490.0,0.42,3,0,0,0,0,0,0,0,0,0,0,0.6224700985933445,8.46774193548387,0.014591862624462631
C00578,0,2020-12-12,47,Female,South,Primary,Unemployed,81614.3,55843.15,Education,626.8,2,48.0,0.7,0,0,1,0,0,1,0,0,0,0,1,0.6842324200538386,1.5601300108342362,0.0005881322268278965
C00579,0,2022-05-15,58,Female,West,Graduate,Salaried,91878.11,30930.18,Car,650.64,1,291.0,0.17,2,0,0,1,1,0,0,0,0,0,0,0.33664362490695554,21.60891089108911,0.0031672397266334714
C00580,0,2020-09-30,37,Male,East,Primary,Salaried,121848.97,31263.83,Car,582.98,8,337.0,0.17,0,0,0,0,1,0,0,1,0,0,0,0.25657853324488505,10.150602409638553,0.0027657189059538214
C00581,0,2022-07-02,55,Female,South,Primary,Self-Employed,66600.73,18119.83,Home,589.32,6,367.0,0.48,0,0,1,0,0,0,1,0,0,1,0,0.27206653740882425,30.92696629213483,0.005510450110681971
C00582,0,2018-01-05,54,Female,East,Secondary,Self-Employed,33804.75,32917.77,Home,647.86,0,35.0,0.56,1,0,0,0,0,0,1,0,0,1,0,0.973761675504182,0.5263157894736842,0.0010353574571620853
C00583,1,2021-01-31,43,Female,North,Primary,Salaried,74145.72,19827.13,Car,450.82,0,41.0,0.21,0,1,0,0,1,0,0,0,0,0,0,0.2674076130085459,1.40893470790378,0.0005529651610369418
C00584,1,2021-05-04,50,Male,East,Secondary,Salaried,56602.72,11579.1,Business,722.43,2,55.0,0.43,1,0,0,0,0,0,0,1,0,0,0,0.20456790769065514,2.1153846153846154,0.0009716847529588684
C00585,0,2020-02-13,72,Male,South,Graduate,Salaried,74142.03,20263.91,Business,640.08,2,165.0,0.17,2,0,1,0,0,0,0,1,0,0,0,0.2733120471613739,4.037520391517129,0.002225458353379318
C00586,0,2020-05-26,28,Male,North,Post-Graduate,Unemployed,73788.8,61713.91,Car,654.41,3,253.0,0.52,3,1,0,0,1,0,0,1,0,0,1,0.8363587698946182,6.758682101513803,0.0034287046272605056
C00587,0,2020-09-18,42,Female,East,Secondary,Salaried,69074.23,33819.99,Car,524.29,2,400.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0.48961805292654004,11.904761904761905,0.005790871646343362
C00588,0,2020-06-02,64,Male,West,Post-Graduate,Self-Employed,79427.06,40731.32,Home,558.23,0,44.0,0.62,3,0,0,1,0,0,1,1,0,1,0,0.5128141467152378,1.182795698924731,0.0005539673758540225
C00589,0,2021-10-05,56,Male,South,Graduate,Salaried,64935.58,22052.34,Business,753.45,1,459.0,0.36,2,0,1,0,0,0,0,1,0,0,0,0.33960334226628913,21.996805111821086,0.007068543932309529
C00590,0,2018-02-16,25,Male,North,Primary,Salaried,4367.6,4673.99,Car,637.54,1,287.0,0.8,0,1,0,0,1,0,0,1,0,0,0,1.07015065482187,4.408602150537635,0.06571114570931404
C00591,0,2020-05-16,47,Male,East,Graduate,Self-Employed,65678.35,8290.43,Home,654.1,5,251.0,0.56,2,0,0,0,0,0,1,1,0,1,0,0.12622774475911772,6.646072374227714,0.003821655081164493
C00592,0,2020-04-02,49,Male,West,Post-Graduate,Self-Employed,123075.65,17479.7,Home,794.51,1,415.0,0.67,3,0,0,1,0,0,1,1,0,1,0,0.14202403156107649,10.577740016992353,0.0033719098781928025
C00593,0,2020-07-24,51,Male,South,Graduate,Salaried,73756.67,8883.49,Business,450.82,3,387.0,0.57,2,0,1,0,0,0,0,1,0,0,0,0.12044320872946135,10.911654135338345,0.005246983086411032
C00594,0,2023-01-18,67,Female,West,Primary,Self-Employed,50962.94,14479.86,Home,635.26,2,268.0,0.79,0,0,0,1,0,0,1,0,0,1,0,0.2841252879052896,51.53846153846154,0.00525872329971544
C00595,1,2019-10-18,36,Male,East,Graduate,Salaried,65588.14,14066.57,Home,746.49,4,55.0,0.67,2,0,0,0,0,0,1,1,0,0,0,0.21446819501208603,1.2276785714285714,0.0008385662407868252
C00596,0,2018-09-26,62,Male,East,Primary,Salaried,73906.05,14409.93,Education,650.99,1,443.0,0.46,0,0,0,0,0,1,0,1,0,0,0,0.19497632467166084,7.677642980935875,0.005994096559077369
C00597,0,2019-01-05,50,Male,North,Secondary,Salaried,73722.06,69545.46,Car,675.6,2,246.0,0.36,1,1,0,0,1,0,0,1,0,0,0,0.943346672624178,4.52760736196319,0.003336857380273964
C00598,1,2019-09-28,47,Female,West,Post-Graduate,Salaried,76896.77,21112.43,Business,729.75,0,17.0,0.58,3,0,0,1,0,0,0,0,0,0,0,0.2745554852303939,0.37390029325513197,0.000221075605646375
C00599,0,2021-02-03,32,Male,North,Primary,Salaried,123075.65,46524.58,Car,650.01,0,269.0,0.51,0,1,0,0,1,0,0,1,0,0,0,0.3780161226042682,9.275862068965518,0.0021856476077924433
C00600,0,2022-08-21,37,Female,South,Primary,Salaried,63916.47,25113.38,Education,713.01,1,280.0,0.54,0,0,1,0,0,1,0,0,0,0,0,0.39290937062074927,27.450980392156865,0.0043807175208518245
C00601,0,2022-08-10,36,Female,North,Graduate,Salaried,437.23,68363.7,Business,640.73,2,53.0,0.34,2,1,0,0,0,0,0,0,0,0,0,156.35637993733275,5.0157728706624605,0.12121766575944011
C00602,0,2019-10-19,32,Female,South,Secondary,Self-Employed,31402.82,49850.49,Car,728.49,2,247.0,0.4,1,0,1,0,1,0,0,0,0,1,0,1.5874526555258412,5.517498138495905,0.007865535642977288
C00603,0,2018-04-30,47,Male,East,Primary,Salaried,31470.85,13722.43,Home,683.71,3,176.0,0.49,0,0,0,0,0,0,1,1,0,0,0,0.43603620493250106,2.8085106382978724,0.0055924768476224825
C00604,0,2020-04-10,40,Female,East,Secondary,Salaried,65408.31,76955.97,Business,631.97,3,385.0,0.69,1,0,0,0,0,0,0,0,0,0,0,1.1765472919266682,9.880239520958083,0.005886102239914164
C00605,0,2022-12-16,23,Male,West,Secondary,Salaried,74184.23,15311.85,Education,655.94,3,85.0,0.63,1,0,0,1,0,1,0,1,0,0,0,0.2064030320190693,13.492063492063492,0.001145796080919085
C00606,0,2022-06-16,36,Female,South,Graduate,Salaried,57039.62,25848.31,Home,454.45,1,166.0,0.18,2,0,1,0,0,0,1,0,0,0,0,0.45316413398265976,13.387096774193548,0.002910257817285599
C00607,0,2020-12-17,50,Female,East,Primary,Self-Employed,74060.94,29780.87,Education,745.5,1,210.0,0.27,0,0,0,0,0,1,0,0,0,1,0,0.402113043663772,6.862745098039215,0.0028355027629949066
C00608,1,2023-05-29,65,Male,West,Graduate,Salaried,123075.65,32555.18,Home,549.63,0,243.0,0.12,2,0,0,1,0,0,1,1,0,0,0,0.26451357356227656,291.59999999999997,0.001974395422652653
C00609,0,2021-10-01,47,Male,West,Post-Graduate,Self-Employed,63497.34,41645.3,Car,564.47,1,241.0,0.11,3,0,0,1,1,0,0,1,0,1,0,0.6558589698403116,11.476190476190476,0.0037954345804091954
C00610,0,2020-01-11,48,Male,North,Post-Graduate,Self-Employed,74349.42,12022.95,Car,614.96,5,455.0,0.26,3,1,0,0,1,0,0,1,0,1,0,0.1617087261743266,10.841938046068307,0.006119751842045305
C00611,0,2022-02-06,71,Female,West,Primary,Salaried,73982.84,38943.54,Car,506.56,1,221.0,0.66,0,0,0,1,1,0,0,0,0,0,0,0.5263861187269914,13.207171314741036,0.0029871791891200716
C00612,0,2018-04-27,47,Male,East,Secondary,Salaried,74015.94,35063.52,Education,687.41,2,427.0,0.73,1,0,0,0,0,1,0,1,0,0,0,0.47372930749781733,6.802973977695167,0.005769027590543334
C00613,0,2023-01-28,74,Female,North,Primary,Salaried,69777.01,22034.79,Business,678.88,0,163.0,0.37,0,1,0,0,0,0,0,0,0,0,0,0.31578868168756447,33.49315068493151,0.002336012964728641
C00614,0,2020-03-01,25,Male,South,Primary,Salaried,96165.79,18924.36,Car,611.08,1,377.0,0.49,0,0,1,0,1,0,0,1,0,0,0,0.1967888996700386,9.35483870967742,0.0039203130343961196
C00615,1,2021-02-24,40,Female,South,Post-Graduate,Self-Employed,74216.39,11539.36,Education,595.76,2,222.0,0.59,3,0,1,0,0,1,0,0,0,1,0,0.15548263665209264,7.84452296819788,0.0029912530102851943
C00616,1,2021-11-17,60,Female,East,Post-Graduate,Salaried,65449.28,32347.14,Home,594.53,1,96.0,0.77,3,0,0,0,0,0,1,0,0,0,0,0.494232174899403,4.939965694682676,0.0014667846613438682
C00617,0,2023-04-16,64,Female,East,Secondary,Salaried,38063.74,12985.96,Car,699.18,2,27.0,0.74,1,0,0,0,1,0,0,0,0,0,0,0.3411635325377906,11.911764705882353,0.0007093364971492554
C00618,0,2020-10-09,21,Female,North,Secondary,Salaried,95396.88,26643.61,Home,522.5,1,200.0,0.14,1,1,0,0,0,0,1,0,0,0,0,0.2792922577761453,6.079027355623101,0.0020965046236312967
C00619,0,2022-07-23,50,Male,North,Primary,Salaried,24823.79,20311.38,Car,617.28,0,317.0,0.27,0,1,0,0,1,0,0,1,0,0,0,0.8182223584714502,28.388059701492537,0.012770008125270153
C00620,1,2020-12-17,46,Male,East,Graduate,Salaried,17348.42,7575.48,Home,527.65,3,63.0,0.13,2,0,0,0,0,0,1,1,0,0,0,0.4366668549643138,2.0588235294117645,0.0036314546223805977
C00621,1,2019-09-26,47,Male,East,Primary,Salaried,69286.52,10438.43,Education,711.5,0,225.0,0.53,0,0,0,0,0,1,0,1,0,0,0,0.1506560006188794,4.941434846266471,0.0032473849170083875
C00622,0,2019-05-28,26,Male,South,Secondary,Salaried,74055.22,30449.37,Car,623.1,2,51.0,0.6,1,0,1,0,1,0,0,1,0,0,0,0.41117115039290947,1.0289172831203766,0.0006886752885211873
C00623,0,2022-11-10,42,Male,South,Graduate,Salaried,87227.48,14480.32,Education,693.74,3,358.0,0.32,2,0,1,0,0,1,0,1,0,0,0,0.16600640073518116,47.733333333333334,0.004104211195829571
C00624,0,2020-03-12,38,Male,South,Post-Graduate,Self-Employed,74194.65,14090.61,Education,749.96,5,239.0,0.7,3,0,1,0,0,1,0,1,0,1,0,0.18991409757981204,5.9849749582637735,0.003221256519169509
C00625,0,2021-01-24,28,Male,East,Secondary,Self-Employed,74212.86,11954.25,Home,751.31,4,239.0,0.42,1,0,0,0,0,0,1,1,0,1,0,0.16108057282794383,8.147727272727273,0.0032204661025056844
C00626,1,2022-07-20,59,Male,West,Secondary,Salaried,80524.55,12283.24,Car,568.23,3,191.0,0.8,1,0,0,1,1,0,0,1,0,0,0,0.15254031224018016,16.95266272189349,0.0023719474371480496
C00627,0,2021-02-15,48,Female,East,Graduate,Salaried,62950.4,76955.97,Business,639.24,1,445.0,0.1,2,0,0,0,0,0,0,0,0,0,0,1.2224857983428223,15.559440559440558,0.007069057543716958
C00628,0,2019-07-14,53,Male,East,Secondary,Unemployed,7510.71,8991.62,Business,739.71,1,150.0,0.18,1,0,0,0,0,0,0,1,0,0,1,1.1971731034749047,3.125,0.019971480725523953
C00629,0,2022-06-13,73,Female,South,Secondary,Salaried,16917.42,71562.22,Education,705.72,1,297.0,0.31,1,0,1,0,0,1,0,0,0,0,0,4.23009064029858,23.76,0.017555868448025765
C00630,1,2019-05-03,36,Male,East,Secondary,Salaried,65998.38,16905.85,Home,713.63,0,348.0,0.12,1,0,0,0,0,0,1,1,0,0,0,0.2561555298781576,6.904761904761905,0.005272856697391663
C00631,0,2021-06-14,32,Male,North,Secondary,Salaried,54180.2,13055.91,Home,507.33,1,346.0,0.65,1,1,0,0,0,0,1,1,0,0,0,0.2409719786933234,14.046008119079838,0.006386096765977239
C00632,0,2023-03-24,58,Male,East,Secondary,Self-Employed,78183.26,29943.24,Home,704.49,3,331.0,0.14,1,0,0,0,0,0,1,1,0,1,0,0.382987867223751,109.12087912087912,0.0042336428539817865
C00633,0,2020-06-15,72,Female,East,Secondary,Salaried,58294.59,22981.22,Car,586.57,3,91.0,0.62,1,0,0,0,1,0,0,0,0,0,0,0.3942256048116987,2.475067996373527,0.0015610367960388778
C00634,1,2021-07-19,54,Female,East,Secondary,Unemployed,56120.48,18807.29,Car,703.17,0,451.0,0.14,1,0,0,0,1,0,0,0,0,0,1,0.3351234700772338,19.21875,0.008036281941993368
C00635,0,2021-04-27,34,Male,East,Secondary,Self-Employed,437.23,26262.75,Home,647.78,1,176.0,0.28,1,0,0,0,0,0,1,1,0,1,0,60.06621229101388,6.709021601016518,0.402534135352103
C00636,1,2019-12-05,56,Female,West,Post-Graduate,Self-Employed,123075.65,22691.79,Business,697.19,2,420.0,0.69,3,0,0,1,0,0,0,0,0,1,0,0.1843727008551245,9.722222222222221,0.003412535298411993
C00637,1,2022-01-10,53,Male,East,Secondary,Self-Employed,43771.35,18536.96,Business,651.15,4,343.0,0.77,1,0,0,0,0,0,0,1,0,1,0,0.42349527716188784,19.45179584120983,0.007836175946138285
C00638,0,2019-08-04,43,Female,North,Post-Graduate,Salaried,73917.92,46561.98,Car,755.29,2,63.0,0.39,3,1,0,0,1,0,0,0,0,0,0,0.6299146404552509,1.331923890063425,0.0008522967096476741
C00639,0,2020-02-29,70,Female,North,Post-Graduate,Salaried,33255.52,6921.71,Home,690.82,1,472.0,0.78,3,1,0,0,0,0,1,0,0,0,0,0.20813717542230586,11.702479338842975,0.014193132448387517
C00640,0,2020-05-10,65,Male,East,Primary,Self-Employed,21489.72,10596.38,Business,675.72,1,465.0,0.54,0,0,0,0,0,0,0,1,0,1,0,0.4930906498549073,12.24758560140474,0.021638253081008033
C00641,0,2018-09-04,22,Female,South,Primary,Unemployed,96803.45,11724.41,Business,575.25,2,82.0,0.39,0,0,1,0,0,0,0,0,0,0,1,0.12111562139572506,1.403308613804906,0.0008470772477633803
C00642,0,2023-06-10,61,Male,West,Post-Graduate,Salaried,79887.19,9448.87,Car,681.69,1,222.0,0.66,3,0,0,1,1,0,0,1,0,0,0,0.11827766128712251,512.3076923076923,0.002778918622622726
C00643,0,2021-01-04,47,Male,East,Post-Graduate,Unemployed,80299.89,23593.85,Car,808.3,4,180.0,0.31,3,0,0,0,1,0,0,1,0,0,1,0.29382169763868915,6.0,0.0022415970930968897
C00644,0,2018-06-03,22,Other,East,Secondary,Salaried,54587.23,33002.4,Business,538.79,1,492.0,0.29,1,0,0,0,0,0,0,0,1,0,0,0.6045809615179227,7.995666305525461,0.00901309701921127
C00645,0,2022-08-07,46,Male,East,Primary,Salaried,16551.94,4582.39,Home,708.41,1,445.0,0.56,0,0,0,0,0,0,1,1,0,0,0,0.2768491185927451,41.71875,0.026885066040597056
C00646,0,2021-12-29,29,Male,South,Graduate,Salaried,112551.12,15074.47,Business,718.5,1,279.0,0.37,2,0,1,0,0,0,0,1,0,0,0,0.13393442908431297,15.471349353049906,0.0024788735998362344
C00647,0,2020-09-23,21,Female,South,Primary,Salaried,70557.29,17028.93,Business,788.04,2,228.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0.2413489803817579,6.819541375872384,0.00323141662612042
C00648,0,2021-01-14,31,Female,South,Post-Graduate,Salaried,63419.73,17523.8,Home,708.06,1,145.0,0.15,3,0,1,0,0,0,1,0,0,0,0,0.27631464214685236,4.887640449438202,0.002286354735348132
C00649,0,2019-11-28,23,Male,West,Post-Graduate,Salaried,51021.67,7878.79,Car,650.85,2,44.0,0.65,3,0,0,1,1,0,0,1,0,0,0,0.15442046487306277,1.0130468150422103,0.0008623786716506928
C00650,1,2021-08-01,72,Male,North,Secondary,Salaried,8886.09,17142.97,Home,650.0,2,155.0,0.57,1,1,0,0,0,0,1,1,0,0,0,1.9291915791985002,6.729377713458755,0.017442992362220053
C00651,0,2023-06-21,43,Male,West,Secondary,Salaried,88538.97,10626.45,Home,628.56,1,192.0,0.39,1,0,0,1,0,0,1,1,0,0,0,0.1200200318571585,2880.0,0.0021685366342075133
C00652,0,2021-05-28,46,Male,South,Primary,Salaried,33557.41,16856.61,Home,747.54,0,87.0,0.73,0,0,1,0,0,0,1,1,0,0,0,0.5023215438855382,3.4523809523809526,0.002592571953556606
C00653,0,2020-12-28,24,Male,North,Secondary,Unemployed,73664.23,5565.25,Home,526.08,1,317.0,0.39,1,1,0,0,0,0,1,1,0,0,1,0.07554887901495747,10.485115766262403,0.004303309761060423
C00654,0,2020-12-06,38,Male,North,Graduate,Salaried,79270.85,16948.8,Car,652.92,1,262.0,0.6,2,1,0,0,1,0,0,1,0,0,0,0.2138087329705686,8.460710441334768,0.003305124140841179
C00655,0,2020-10-05,26,Male,South,Graduate,Salaried,68353.94,12391.59,Business,685.69,3,337.0,0.74,2,0,1,0,0,0,0,1,0,0,0,0.1812856727790673,10.201816347124117,0.004930220554952648
C00656,0,2018-04-04,55,Female,South,Secondary,Salaried,71749.34,17854.58,Education,743.67,0,442.0,0.69,1,0,1,0,0,1,0,0,0,0,0,0.2488466095994751,6.95697796432319,0.006160335412144558
C00657,1,2022-11-09,42,Female,West,Graduate,Salaried,93652.99,28018.89,Car,648.9,2,401.0,0.46,2,0,0,1,1,0,0,0,0,0,0,0.2991777411484673,53.230088495575224,0.004281763988528289
C00658,0,2020-08-15,63,Male,South,Graduate,Self-Employed,40189.61,21252.12,Home,587.41,1,430.0,0.58,2,0,1,0,0,0,1,1,0,1,0,0.5287963729929203,12.380038387715931,0.010699282725062521
C00659,0,2020-10-08,35,Female,North,Primary,Salaried,64112.56,41552.63,Business,633.13,1,245.0,0.39,0,1,0,0,0,0,0,0,0,0,0,0.6481199627654862,7.43927125506073,0.0038214041055294004
C00660,0,2019-03-29,42,Male,East,Graduate,Self-Employed,54372.36,16504.48,Business,620.64,4,331.0,0.55,2,0,0,0,0,0,0,1,0,1,0,0.3035454043194005,6.418875242404654,0.006087651887834186
C00661,1,2021-05-12,57,Male,South,Post-Graduate,Salaried,14010.87,36138.28,Home,624.32,5,346.0,0.28,3,0,1,0,0,0,1,1,0,0,0,2.579303069688035,13.44559585492228,0.024695111723968603
C00662,0,2020-06-30,72,Female,South,Post-Graduate,Salaried,67158.33,54175.8,Car,615.19,0,86.0,0.4,3,0,1,0,1,0,0,0,0,0,0,0.8066877184111041,2.371323529411765,0.0012805559637948114
C00663,1,2018-08-06,62,Female,West,Primary,Salaried,91281.26,27419.45,Home,615.22,1,383.0,0.25,0,0,0,1,0,0,1,0,0,0,0,0.30038421906095514,6.447811447811448,0.004195822888509646
C00664,0,2019-04-19,32,Female,West,Secondary,Salaried,94408.35,21663.02,Business,652.6,0,471.0,0.13,1,0,0,1,0,0,0,0,0,0,0,0.2294608474780038,9.259501965923985,0.004988965488751789
C00665,0,2019-03-08,47,Male,South,Primary,Salaried,106436.93,30683.79,Business,674.01,2,434.0,0.51,0,0,1,0,0,0,0,1,0,0,0,0.2882814263808624,8.303571428571429,0.00407753211220955
C00666,1,2018-12-07,69,Female,North,Secondary,Salaried,15657.02,28205.35,Car,703.98,1,498.0,0.71,1,1,0,0,1,0,0,0,0,0,0,1.801450723062243,9.005424954792044,0.03180681892211928
C00667,0,2019-07-05,62,Female,North,Secondary,Salaried,100715.69,49069.57,Education,647.37,0,82.0,0.12,1,1,0,0,0,1,0,0,0,0,0,0.48720879537239925,1.6977225672877847,0.0008141730449347067
C00668,0,2022-06-24,58,Male,East,Secondary,Salaried,73960.49,41566.07,Home,718.83,1,36.0,0.24,1,0,0,0,0,0,1,1,0,0,0,0.5620037130635559,2.967032967032967,0.00048674636958192136
C00669,0,2021-08-05,38,Female,South,Secondary,Unemployed,73957.1,41967.96,Education,714.75,3,413.0,0.42,1,0,1,0,0,1,0,0,0,0,1,0.5674635700967182,18.034934497816597,0.0055843184765222
C00670,0,2021-07-01,65,Female,West,Secondary,Salaried,50130.44,22816.08,Business,673.68,1,47.0,0.57,1,0,0,1,0,0,0,0,0,0,0,0.45513424577961015,1.9529085872576177,0.000937554108840856
C00671,1,2022-10-24,55,Female,North,Primary,Salaried,74068.1,28940.04,Education,509.0,1,263.0,0.22,0,1,0,0,0,1,0,0,0,0,0,0.3907220517334723,32.603305785123965,0.0035507863709208147
C00672,1,2018-12-23,50,Female,East,Secondary,Salaried,123075.65,28510.31,Home,672.41,1,405.0,0.14,1,0,0,0,0,0,1,0,0,0,0,0.23164866486587724,7.395009129640901,0.003290659037754422
C00673,0,2018-01-23,44,Male,South,Graduate,Salaried,79399.44,8384.13,Home,658.99,2,435.0,0.46,2,0,1,0,0,0,1,1,0,0,0,0.1055943215720413,6.600910470409711,0.005478628060852822
C00674,0,2022-11-21,62,Male,North,Graduate,Salaried,72861.9,51799.35,Business,732.39,3,95.0,0.67,2,1,0,0,0,0,0,1,0,0,0,0.7109250513642933,13.317757009345794,0.0013038364357778208
C00675,0,2019-06-06,46,Male,South,Secondary,Self-Employed,32074.76,5793.94,Car,653.22,1,366.0,0.12,1,0,1,0,1,0,0,1,0,1,0,0.18063860805193865,7.428958051420839,0.011410841421728487
C00676,0,2022-11-17,34,Female,South,Graduate,Unemployed,5896.58,38938.91,Car,639.61,1,443.0,0.34,2,0,1,0,1,0,0,0,0,0,1,6.603643128728857,60.96330275229358,0.07512829470642304
C00677,0,2023-02-04,26,Male,North,Post-Graduate,Salaried,70381.13,27271.48,Business,806.65,1,368.0,0.56,3,1,0,0,0,0,0,1,0,0,0,0.38748283808458317,79.42446043165467,0.0052286742199223
C00678,0,2021-01-28,23,Male,North,Primary,Salaried,73229.26,17545.79,Home,717.88,2,40.0,0.19,0,1,0,0,0,0,1,1,0,0,0,0.23960080984021964,1.36986301369863,0.0005462297447768829
C00679,1,2020-03-12,47,Female,North,Primary,Salaried,35326.21,30120.22,Car,677.19,1,214.0,0.27,0,1,0,0,1,0,0,0,0,0,0,0.8526309502208135,5.358931552587647,0.006057825053975505
C00680,0,2021-04-18,27,Male,South,Secondary,Self-Employed,74052.36,30787.24,Education,686.43,2,202.0,0.47,1,0,1,0,0,1,0,1,0,1,0,0.41574961284150835,7.613065326633166,0.0027277996271827124
C00681,0,2021-05-31,72,Female,South,Secondary,Salaried,74248.8,7736.93,Business,654.56,1,239.0,0.77,1,0,1,0,0,0,0,0,0,0,0,0.1042027615261122,9.521912350597608,0.0032189072415985173
C00682,0,2023-04-14,34,Male,East,Post-Graduate,Salaried,106409.84,68384.47,Education,651.32,0,190.0,0.3,3,0,0,0,0,1,0,1,0,0,0,0.6426517510034787,81.42857142857142,0.0017855491559803116
C00683,0,2020-02-01,47,Male,West,Secondary,Salaried,47625.25,23335.02,Home,476.38,1,254.0,0.44,1,0,0,1,0,0,1,1,0,0,0,0.48997160119894384,6.155088852988691,0.005333305336979858
C00684,1,2022-08-10,35,Male,South,Graduate,Self-Employed,38009.03,76955.97,Car,576.79,0,49.0,0.38,2,0,1,0,1,0,0,1,0,1,0,2.0246759783135744,4.637223974763407,0.0012891673373406267
C00685,0,2019-03-18,47,Other,West,Post-Graduate,Salaried,67471.46,41432.33,Home,606.73,1,338.0,0.73,3,0,0,1,0,0,1,0,1,0,0,0.6140719350077796,6.50834403080873,0.005009525509007808
C00686,0,2022-06-20,55,Other,North,Graduate,Salaried,74119.47,22914.33,Education,686.05,3,432.0,0.15,2,1,0,0,0,1,0,0,1,0,0,0.3091539915220657,35.21739130434782,0.005828428076995153
C00687,0,2020-02-08,22,Female,South,Primary,Self-Employed,50892.75,12682.38,Home,517.87,2,403.0,0.5,0,0,1,0,0,0,1,0,0,1,0,0.2491981667329826,9.821283509341999,0.007918613161992622
C00688,1,2020-10-12,47,Female,East,Graduate,Salaried,110627.28,20157.43,Home,608.31,3,166.0,0.69,2,0,0,0,0,0,1,0,0,0,0,0.18221030111198613,5.060975609756098,0.001500534045490407
C00689,0,2021-09-10,22,Female,East,Primary,Self-Employed,74103.11,24831.41,Business,651.13,2,177.0,0.79,0,0,0,0,0,0,0,0,0,1,0,0.33509268369438205,8.15668202764977,0.0023885637188506663
C00690,0,2019-05-31,55,Male,West,Graduate,Salaried,50468.23,71135.67,Business,854.96,2,167.0,0.59,2,0,0,1,0,0,0,1,0,0,0,1.409513866446277,3.376010781671159,0.003309012422270406
C00691,0,2020-11-05,38,Male,North,Primary,Salaried,73813.91,58766.54,Home,686.25,2,139.0,0.37,0,1,0,0,0,0,1,1,0,0,0,0.7961445207278682,4.34375,0.0018831139008894122
C00692,0,2020-03-02,34,Male,West,Secondary,Self-Employed,92985.54,31608.8,Business,598.34,2,91.0,0.39,1,0,0,1,0,0,0,1,0,1,0,0.3399324239016088,2.2599337748344372,0.0009786467874467364
C00693,1,2018-12-02,40,Female,North,Graduate,Salaried,89798.28,76955.97,Home,604.09,0,165.0,0.35,2,1,0,0,0,0,1,0,0,0,0,0.8569871271476469,2.9747596153846154,0.001837451675020947
C00694,0,2022-11-18,38,Female,East,Primary,Salaried,52431.18,4389.87,Education,595.58,0,184.0,0.52,0,0,0,0,0,1,0,0,0,0,0,0.08372632467932249,25.437788018433178,0.003509362177238811
C00695,0,2018-09-15,30,Male,West,Graduate,Salaried,68764.39,31895.81,Business,618.79,2,297.0,0.62,2,0,0,1,0,0,0,1,0,0,0,0.46384196820476414,5.114810562571757,0.004319095973948144
C00696,0,2019-05-12,45,Female,East,Post-Graduate,Unemployed,56238.25,60145.48,Home,645.91,1,97.0,0.67,3,0,0,0,0,0,1,0,0,0,1,1.0694763795103868,1.936127744510978,0.0017248047369895045
C00697,1,2020-06-14,22,Male,East,Secondary,Salaried,73014.97,34130.62,Business,755.21,0,111.0,0.39,1,0,0,0,0,0,0,1,0,0,0,0.4674468810984926,3.0163043478260874,0.0015202361926602175
C00698,0,2018-06-09,45,Male,North,Primary,Self-Employed,74250.1,7583.68,Home,569.0,1,257.0,0.6,0,1,0,0,0,0,1,1,0,1,0,0.1021369668188999,4.190217391304348,0.003461274799629899
C00699,1,2022-02-07,47,Female,West,Post-Graduate,Salaried,30812.02,66940.17,Business,790.07,1,215.0,0.74,3,0,0,1,0,0,0,0,0,0,0,2.1725342901893483,12.87425149700599,0.006977796327537111
C00700,0,2020-05-01,53,Male,West,Graduate,Salaried,80271.59,40500.87,Car,551.29,2,98.0,0.74,2,0,0,1,1,0,0,1,0,0,0,0.5045479976165914,2.5609756097560976,0.0012208553486980887
