trip_id,rider_id,zone,distance_km,duration_min,fare_amount,ride_date,hour,day_of_week,month,fare_log,distance_log,duration_sqrt,fare_amount_std,distance_km_std,duration_min_std,fare_amount_minmax,distance_km_minmax,duration_min_minmax,is_peak_hour,surge_flag,gender_encoded,ride_freq_bin,avg_ride_distance,avg_ride_fare,days_since_signup,ride_cancellation_rate,total_rides,cancelled_rides,avg_rating
T00213,R0556,Zone_6,11.81,72.04,265.86638519574893,2023-03-10,0,4,3,5.5867481031649096,2.550226115908643,8.487638069569178,0.06314637613599253,-0.21357919074575815,-0.37583690473357717,0.526369194388227,0.46119281045751637,0.3837289301685587,0,0,1,High,14.57440970617525,198.13319259787448,1954,0.0031746031746031746,315.0,1.0,3.45
T00214,R0789,Zone_27,13.492,101.63399999999999,388.71,2023-09-18,0,0,9,5.965402872780123,2.673596773032831,10.081368954660869,0.9534987130190274,0.03416091351996985,0.2211369091112908,0.7890534620742038,0.5299019607843137,0.5533998394679509,0,0,1,Med,13.492,388.71,2324,0.0787037037037037,216.0,17.0,3.13
T00215,R0371,Zone_4,1.96,96.21,210.22,2023-12-20,0,2,12,5.352900244318328,1.085189268335969,9.808669634563088,-0.34017038702729774,-1.6643758774386361,0.11172331289940456,0.40737701097023105,0.0588235294117647,0.5223024882467607,0,1,0,High,12.585714285714285,284.94571428571425,961,0.07309941520467836,342.0,25.0,3.25
T00216,R0436,Zone_2,17.13,123.22,321.45,2023-05-02,0,1,5,5.7759480854563865,2.8975680247667595,11.10045044131093,0.46600818879293165,0.5699983090721208,0.6565723604073419,0.6452271519097508,0.6785130718954248,0.6771585827313382,0,0,1,High,17.13,321.45,966,0.05128205128205128,429.0,22.0,3.85
T00217,R0020,Zone_22,14.39,127.83,201.8,2024-01-16,0,1,1,5.312220271717028,2.733717947850788,11.306192993222785,-0.40119730070531917,0.1664264388651682,0.7495658483381672,0.3893719926594268,0.5665849673202614,0.7035890379543631,0,0,0,Med,14.39,201.8,1086,0.06455012376715451,259.0,16.718482055693016,4.21
T00218,R0861,Zone_19,12.27,88.905,116.22,2024-01-19,0,4,1,4.764052511048283,2.5855058483441162,9.428944797802139,-1.0214684732189867,-0.14582624903218228,-0.03563404704304185,0.2063708683080458,0.47998366013071897,0.48042082330008035,0,0,0,Med,12.27,116.22,1924,0.05673758865248227,282.0,16.0,4.15
T00219,R0422,Zone_31,7.15,26.25,281.09,2023-07-16,0,6,7,5.642226168957095,2.0980179272527715,5.123475382979799,0.17348488284935104,-0.8999459481050283,-1.299518425851254,0.5589228123581997,0.27083333333333337,0.12120169705309027,0,1,0,High,11.39,189.12,2033,0.008771929824561403,342.0,3.0,4.57
T00220,R0047,Zone_24,16.58,54.39,430.35,2024-06-29,0,5,6,6.066919825522588,2.866761892257031,7.374957626996917,1.2552992694979843,0.4889893570232798,-0.731874879132507,0.8780949065471123,0.6560457516339868,0.28253640637541566,0,0,0,High,16.58,430.35,1594,0.0391304347826087,460.0,18.0,4.85
T00221,R0421,Zone_16,21.32,132.02,24.29,2023-08-13,0,6,8,3.2304090606818736,3.1054831375131102,11.489995648389081,-1.6877635058104972,1.1871392346805634,0.8340870445269218,0.009791137510868235,0.8496732026143791,0.727611512441234,0,0,0,Med,21.32,24.29,2476,0.08490566037735849,106.0,9.0,3.05
T00222,R0562,Zone_24,17.3,61.88,340.12,2024-05-22,0,2,5,5.832234321537425,2.9069010598473755,7.866384175718855,0.6013255852737704,0.5950374397053991,-0.5807856763989102,0.6851503932236126,0.6854575163398693,0.3254787295034973,0,0,0,Low,17.3,340.12,929,1.625,16.0,26.0,4.82
T00223,R0803,Zone_19,16.4,145.4,272.192,2023-01-07,0,5,1,5.610174844691025,2.856470206220483,12.058192235986288,0.10899349592452522,0.46247733635275007,1.1039900528814646,0.5398956564283262,0.6486928104575163,0.8043228987501435,0,0,2,Low,18.481666666666666,155.154,2325,0.35664335664335667,71.5,25.5,3.2
T00224,R0255,Zone_29,20.81,51.66,101.04,2023-03-07,0,1,3,4.625364893273611,3.0823685802135374,7.187489130426563,-1.1314908662869636,1.112021842780729,-0.7869447754559676,0.1739105146313227,0.8288398692810457,0.2668845315904139,0,0,0,High,14.076666666666666,157.47666666666666,2197,0.1488673139158576,309.0,46.0,3.18
T00225,R0545,Zone_2,6.44,5.29,120.78,2023-01-07,0,5,1,4.802216138180428,2.0068708488450007,2.3,-0.9884182681867091,-1.0045211407498955,-1.72232612802698,0.21612180459038158,0.24183006535947713,0.0010319917440660444,0,0,0,Low,6.44,120.78,2595,0.058823529411764705,17.0,1.0,3.82
T00226,R0371,Zone_29,20.23,147.88,483.38,2024-02-27,0,1,2,6.182869722634979,3.055415275715165,12.160592090848208,1.6396528600378275,1.0265942206201333,1.1540169184060731,0.9914923080936622,0.8051470588235294,0.8185414516683868,0,0,0,High,12.585714285714285,284.94571428571425,961,0.07309941520467836,342.0,25.0,3.25
T00227,R0082,Zone_1,17.47,40.68,449.73,2024-01-12,0,4,1,6.110868490605405,2.9161477942111484,6.37808748764079,1.3957626408851644,0.6200765703386769,-1.008434688141534,0.9195363857470394,0.6924019607843137,0.20393303520238504,0,0,1,Low,17.47,449.73,2302,0.013333333333333334,75.0,1.0,4.45
T00228,R0591,Zone_13,1.72,67.64,410.7,2023-09-28,0,3,9,6.020294928775859,1.000631880307906,8.224354077980836,1.112878978075998,-1.6997252383326755,-0.46459424679336714,0.8360760692778363,0.049019607843137254,0.35850246531361085,0,1,0,Med,1.72,410.7,1563,0.05639097744360902,266.0,15.0,3.36
T00229,R0441,Zone_28,21.11,80.99,487.35859999999997,2023-05-23,0,1,5,6.191049972058893,3.096029994869355,8.99944442729661,1.6684891639284896,1.1562085438982785,-0.1952964021346867,1.0,0.84109477124183,0.43504185299850934,0,0,2,Med,21.11,487.35859999999997,2167,0.1641025641025641,195.0,32.0,4.59
T00230,R0088,Zone_17,6.32,7.53,479.19,2024-08-01,0,3,8,6.174181858913924,1.9906103279732201,2.7440845468024486,1.6092843602384321,-1.0221958211969153,-1.677140572069269,0.9825325662026563,0.23692810457516342,0.013874555670221306,0,1,0,High,9.94875,475.03999999999996,1633,0.0321285140562249,498.0,16.0,3.68
T00231,R0130,Zone_22,12.95,55.89,21.81,2024-05-19,0,6,5,3.1271990362962967,2.6354795082673745,7.475961476626267,-1.7057381787227885,-0.045669726499069946,-0.7016166943393969,0.004487996725738241,0.5077614379084967,0.2911363375759661,0,0,1,Med,13.336666666666666,212.33,1270,0.3904761904761905,105.0,41.0,4.49
T00232,R0300,Zone_34,3.1,157.59,399.83,2024-06-17,0,0,6,5.993537397268912,1.410986973710262,12.553485571744606,1.034094827045108,-1.4964664131919476,1.349888234633473,0.8128320610784964,0.10539215686274508,0.8742116729732831,0,1,0,Med,11.07875,277.78549999999996,1983,0.2631578947368421,190.0,50.0,4.61
T00233,R0434,Zone_3,18.71,122.71,63.59,2024-02-06,0,1,2,4.168059600044382,2.9811261211646287,11.0774545812655,-1.402922922966525,0.8027149349578822,0.6462845775776843,0.09382881204942017,0.7430555555555556,0.6742346061231511,0,0,2,High,10.47,275.47429999999997,1662,0.10443864229765012,383.0,40.0,3.9
T00234,R0922,Zone_20,22.78,154.43,367.59,2023-06-17,0,5,6,5.909684915187837,3.1688448912626357,12.426986762687084,0.8004240791853202,1.4021811801193047,1.2861443253359879,0.7438912308718064,0.9093137254901961,0.8560944845774568,0,0,2,High,22.78,367.59,1015,0.12224938875305623,409.0,50.0,3.793905011878687
T00235,R0724,Zone_17,7.3,137.39,211.99,2023-01-05,0,3,1,5.361245216250509,2.1162555148025524,11.721348045340177,-0.3273416890213478,-0.8778525975462536,0.9424113460862558,0.41116191386929557,0.2769607843137255,0.7583992661392043,0,0,2,Med,9.935,347.28499999999997,1612,0.14965986394557823,147.0,22.0,4.344855376011651
T00236,R0979,Zone_16,23.98,134.91,416.67,2023-04-10,0,0,4,6.034691647042082,3.2180755046974316,11.615076409563564,1.1561486544011512,1.578927984589503,0.8923844805616472,0.8488420977001049,0.9583333333333334,0.744180713220961,0,0,2,Low,23.98,416.67,1070,0.5319148936170213,47.0,25.0,4.4
T00237,R0354,Zone_18,20.85,122.72,263.24,2023-09-30,0,5,9,5.576857781082534,3.084200921541599,11.077905939300983,0.044110724992737986,1.117913402929736,0.6464862988096385,0.5207530288845827,0.8304738562091504,0.6742919389978215,0,0,0,Med,18.595,330.935,898,0.18040180401804018,203.25,36.666666666666664,4.88
T00238,R0055,Zone_17,3.69,26.93,361.66,2024-05-22,0,2,5,5.893465756225879,1.5454325824581878,5.189412298131649,0.7574443169393981,-1.4095659009941002,-1.2858013820783774,0.7312107369783304,0.12949346405228757,0.1251003325306731,0,1,0,Low,9.2375,159.83780000000002,890,0.48433446088446974,35.0,16.951706130956442,3.31
T00239,R0929,Zone_1,10.13,127.75,426.65,2024-05-25,0,5,5,6.058305104026791,2.4096441652874536,11.302654555457314,1.2284822171691623,-0.46102471700403574,0.7479520784825346,0.8701829626338135,0.39256535947712423,0.7031303749570005,0,1,0,High,15.064166666666665,342.67333333333335,1827,0.06512605042016807,476.0,31.0,4.34
T00240,R0055,Zone_14,13.47,136.09,19.711199999999998,2023-04-23,0,6,4,3.030674616751555,2.6720775406433925,11.66576186967658,-1.7209499704600133,0.03092055543801618,0.9161875859322273,0.0,0.5290032679738562,0.7509459924320607,0,0,0,Low,9.2375,159.83780000000002,890,0.48433446088446974,35.0,16.951706130956442,3.31
T00241,R0677,Zone_11,12.93,140.93,272.35,2023-08-31,0,3,8,5.610753025341008,2.6340447877917144,11.871394189394943,0.11013865653748582,-0.04861550657357319,1.0138206621979962,0.5402335178170563,0.5069444444444444,0.7786951037725033,0,0,1,High,13.934999999999999,351.185,2378,0.08266666666666667,375.0,31.0,3.67
T00242,R0056,Zone_17,17.53,142.6,234.66750000000002,2023-03-05,0,6,3,5.462421913290104,2.9193910402972683,11.941524190822543,-0.16297852572760274,0.6289139105621872,1.0475081079343254,0.4596546457865478,0.6948529411764706,0.7882696938424494,0,0,2,High,9.59,137.72875000000002,1812,0.08121827411167512,394.0,32.0,3.75
T00243,R0006,Zone_9,7.05,43.14,319.08,2024-07-13,0,5,7,5.76857096454898,2.0856720914304723,6.56810474946921,0.44883077959852413,-0.9146748484775449,-0.9588112650808334,0.6401592310788,0.2667483660130719,0.21803692237128774,0,1,2,High,11.1635,220.6,1436,0.04946236559139785,465.0,23.0,4.06
T00244,R0006,Zone_32,10.044,122.94800000000001,177.51,2023-04-06,0,3,4,5.18464462205946,2.401887294067908,11.08819191753101,-0.5772476253180441,-0.4736915713244,0.6510855428981914,0.33743115005023017,0.3890522875816994,0.6755991285403051,0,0,2,High,11.1635,220.6,1436,0.04946236559139785,465.0,23.0,4.06
T00245,R0952,Zone_21,8.22,148.48,411.81,2023-07-19,0,2,7,6.022987438680139,2.2213750375685026,12.185236969382252,1.1209240937746447,-0.7423467141191014,1.166120192323317,0.8384496524518259,0.31454248366013077,0.8219814241486069,0,1,1,High,15.293333333333335,305.5733333333333,1208,0.08132530120481928,332.0,27.0,4.91
T00246,R0806,Zone_8,19.96,98.04774772912695,486.61,2023-10-16,0,0,10,6.189515906010436,3.0426158594528414,9.90190626743795,1.663063421935691,0.9868261896143387,0.14879458649343266,0.9983992212936499,0.7941176470588236,0.5328388242697338,0,0,0,Med,19.96,486.61,2299,0.018867924528301886,159.0,3.0,3.360000478086847
T00247,R0763,Zone_8,17.59,43.2,390.89,2023-02-14,0,1,2,5.970981188166582,2.922623801733353,6.572670690061994,0.96929903033709,0.6377512507856969,-0.9576009376891089,0.7937150938933907,0.6973039215686274,0.21838091961930972,0,0,1,High,17.59,390.89,1805,0.08390022675736962,441.0,37.0,3.030003235944293
T00248,R0900,Zone_4,20.65,22.71,144.1,2023-09-03,0,6,9,4.977423159890142,3.075005454448499,4.765501022977542,-0.8193983599953242,1.0884556021847023,-1.3709277419629937,0.26598843487636203,0.8223039215686274,0.10090585941979131,0,0,2,Low,20.65,144.1,1515,1.2820512820512822,39.0,50.0,3.61
T00249,R0767,Zone_35,17.19,75.96,425.56,2024-07-31,0,2,7,6.055753036990344,2.900871992530031,8.71550342780037,1.2205820585101312,0.578835649295631,-0.29676218180758285,0.8678521467242201,0.6809640522875817,0.40620341703933033,0,0,2,High,17.19,425.56,2583,0.05257394544010057,400.0,21.02957817604023,4.09
T00250,R0205,Zone_29,15.385,170.74,294.8,2024-05-15,0,2,5,5.689683550276699,2.7963662821507778,13.066751700403586,0.27285293350560724,0.3129789975717075,1.6151516546530724,0.5882397721018016,0.6072303921568627,0.9496044031647749,0,0,1,Med,14.9725,201.05,2388,0.03806228373702422,289.0,11.0,3.12
T00251,R0224,Zone_1,24.22,100.58,92.93,2023-08-30,0,2,8,4.542549824006424,3.2276373305367736,10.028958071504736,-1.1902709458509488,1.6142773454835424,0.1998754912633323,0.15656838891865968,0.9681372549019607,0.5473569544776976,0,0,0,High,24.22,92.93,2433,0.05070993914807302,493.0,25.0,3.9251466087187312
T00252,R0866,Zone_13,3.0,82.62,387.77,2023-11-18,0,5,11,5.962987909115433,1.3862943611198906,9.08955444452587,0.9466857321571105,-1.511195313564464,-0.16241584132617343,0.7870434006475819,0.10130718954248366,0.4443871115697742,0,1,2,Med,5.436666666666667,284.8933333333333,2405,0.21,200.0,42.0,3.87
T00253,R0155,Zone_30,20.95,136.23,244.29,2024-03-05,0,1,3,5.502441184024992,3.08876713952118,11.67176079261394,-0.09323607004271434,1.1326423033022521,0.919011683179584,0.4802310458691741,0.8345588235294117,0.7517486526774453,0,0,1,Low,13.003333333333332,302.87333333333333,1473,0.5324689540072856,77.0,41.000109458560985,3.74
T00254,R0607,Zone_19,10.76,91.5,80.35,2023-02-06,0,0,2,4.3987608336650466,2.464703942470481,9.565563234854496,-1.281448923768943,-0.36823264465718175,0.01671261264903873,0.1296677796134438,0.41830065359477125,0.49529870427703243,0,0,1,Med,9.849166666666667,303.25333333333333,2147,0.16326530612244897,171.5,28.0,3.66
T00255,R0131,Zone_18,10.3,147.88,368.2,2023-11-08,0,2,11,5.911338502628697,2.424802725718295,12.160592090848208,0.8048452688935855,-0.4359855863707577,1.1540169184060731,0.7451956324358908,0.3995098039215687,0.8185414516683868,0,1,1,Med,10.3,368.2,1804,0.21935483870967742,155.0,34.0,3.33
T00256,R0919,Zone_25,1.01,148.08,272.192,2024-04-09,0,1,4,5.610174844691025,0.6981347220709844,12.168812596141006,0.10899349592452522,-1.804300430977543,1.158051343045155,0.5398956564283262,0.020016339869281044,0.8196881091617936,0,1,2,High,13.673333333333332,317.34066666666666,1106,0.09438775510204081,392.0,37.0,4.197337339838733
T00257,R0537,Zone_28,10.3,147.88,355.39250000000004,2023-08-09,0,2,8,5.876032651604187,2.424802725718295,12.160592090848208,0.7120184046499682,-0.4359855863707577,1.1540169184060731,0.7178085454981682,0.3995098039215687,0.8185414516683868,0,1,1,High,12.823333333333332,285.31416666666667,959,0.036036036036036036,333.0,12.0,3.97
T00258,R0314,Zone_8,2.47,6.49,272.192,2023-08-24,0,3,8,5.610174844691025,1.244154593958768,2.5475478405713994,0.10899349592452522,-1.5892584855388017,-1.6981195801924922,0.5398956564283262,0.07965686274509806,0.007911936704506364,0,1,1,Med,2.47,272.192,2241,0.06172839506172839,162.0,10.0,3.67
T00259,R0140,Zone_4,6.5600000000000005,172.35,338.31,2023-08-31,0,3,8,5.826914143799146,2.0228711901914416,13.128213892224638,0.58820697318859,-0.9868464603028757,1.647628772997677,0.6812799557957556,0.2467320261437909,0.9588349959866989,0,1,1,High,14.035,377.755,1700,0.014150943396226415,424.0,6.0,3.8993189890136914
T00260,R0706,Zone_11,24.36,172.6,173.68,2023-11-02,0,3,11,5.16295572861736,3.233173129569025,13.137731919931994,-0.605006898404365,1.6348978060050656,1.652671803796529,0.329241218918356,0.9738562091503268,0.9602683178534572,0,0,2,Med,20.47,208.935,1840,0.16580310880829016,193.0,32.0,3.87
T00261,R0172,Zone_19,24.58,57.41,403.08,2023-02-25,0,5,2,6.001612878159797,3.2418107961506966,7.576938695805846,1.0576503459825868,1.6673013868246018,-0.6709550670823786,0.8197817415428804,0.9828431372549019,0.29985093452585715,0,0,2,Low,24.58,403.08,1231,0.2465753424657534,73.0,18.0,4.32
T00262,R0220,Zone_31,20.64,109.75,364.56,2024-04-23,0,1,4,5.901430424404001,3.074543453978281,10.476163419878482,0.7784630876836096,1.0869827121474511,0.38485386096521257,0.7374119903157808,0.8218954248366013,0.5999312005503957,0,0,1,Low,20.64,364.56,2542,0.35664335664335667,71.5,25.5,3.2
T00263,R0695,Zone_11,1.92,19.77,120.24,2023-05-29,0,0,5,4.797772052189602,1.0715836162801904,4.446346815083142,-0.9923321082563209,-1.6702674375876425,-1.43023378415749,0.2149670884516839,0.05718954248366013,0.08404999426671253,0,1,0,Med,6.965,239.975,884,0.11076923076923077,162.5,18.0,3.05
T00264,R0687,Zone_9,24.32,81.135,208.59,2023-02-15,0,2,2,5.345153241385068,3.2315945972759756,9.007496877601458,-0.3519843857559408,1.629006245856059,-0.1923714442713525,0.40389147892194,0.9722222222222222,0.4358731796812293,0,0,2,Med,13.18,273.3933333333334,2133,0.09778209996989022,255.85966850828729,25.01849568434032,4.007497243660419
T00265,R0395,Zone_19,18.57,14.93,129.99,2024-01-20,0,5,1,4.875120984409557,2.9739977814079848,3.8639358172723313,-0.9216655514438851,0.7820944744363589,-1.5278668604232586,0.23581612984483616,0.7373366013071895,0.05630088292626992,0,0,0,High,18.625,110.095,1130,0.0797872340425532,376.0,30.0,3.98
T00266,R0050,Zone_10,7.3,26.75,487.35859999999997,2023-05-21,0,6,5,6.191049972058893,2.1162555148025524,5.172040216394301,1.6684891639284896,-0.8778525975462536,-1.2894323642535506,1.0,0.2769607843137255,0.12406834078660704,0,1,1,Med,10.18,404.3393,1617,0.07984538556624951,247.0,19.72181023486363,4.85
T00267,R0049,Zone_9,22.58,6.13,434.72,2023-12-12,0,1,12,6.076999835214245,3.160398895109225,2.4758836806279896,1.2869723826539172,1.3727233793742712,-1.7053815445428386,0.8874395538176841,0.9011437908496731,0.005847953216374269,0,0,2,Med,18.044999999999998,355.908,978,0.16326530612244897,147.0,24.0,4.9
T00268,R0947,Zone_3,7.32,40.24,482.5,2023-06-11,0,6,6,6.181051314893349,2.1186622548331173,6.343500610861483,1.6332747502947564,-0.8749068174717501,-1.017310422347513,0.9896105484602289,0.2777777777777778,0.20141038871689032,0,1,0,High,7.32,482.5,2432,0.0805774172309796,312.0,25.140154176065636,4.28
T00269,R0726,Zone_6,7.15,73.23,109.94,2024-07-23,0,1,7,4.708989514627088,2.0980179272527715,8.557452892070163,-1.0669849836581762,-0.8999459481050283,-0.3518320781310431,0.19294194728763595,0.27083333333333337,0.3905515422543287,0,0,2,Med,10.055666666666667,241.43266666666668,2473,0.08783783783783784,148.0,13.0,4.64
T00270,R0241,Zone_35,6.47,161.29,241.0,2024-07-30,0,1,7,5.488937726156687,2.010894999144726,12.7,-0.1170815030594234,-1.0001024706381407,1.4245250904564781,0.4731958308759976,0.24305555555555555,0.8954248366013072,0,1,2,High,15.553333333333333,192.18666666666664,2080,0.04658444840855598,322.0,15.000192387555026,3.52
T00271,R0764,Zone_5,16.29,61.18,251.28,2023-07-01,0,5,7,5.53053958179545,2.850128299695199,7.821764506810467,-0.04257358469718336,0.44627554594298197,-0.594906162635695,0.49517820477564933,0.6441993464052287,0.3214654282765738,0,0,0,High,16.46666666666667,266.5366666666667,2398,0.017699115044247787,452.0,8.0,4.0
T00272,R0404,Zone_17,16.49,18.43,48.92,2024-03-04,0,0,3,3.9104217240611723,2.8616292890305104,4.293017586733136,-1.509248911524313,0.4757333466880149,-1.4572644292393349,0.062459023614800394,0.6523692810457515,0.07636738906088751,0,0,0,Low,16.49,48.92,2614,0.23636363636363636,55.0,13.0,3.94
T00273,R0464,Zone_13,13.53,32.84,143.11,2024-08-07,0,2,8,4.97057689685027,2.6762154775821916,5.7306195127577615,-0.826573733456279,0.039757895661525905,-1.1665841339935232,0.26387145528874967,0.5314542483660131,0.15898406146084165,0,0,0,Low,14.3475,330.0391840564117,2055,0.06060606060606061,66.0,4.0,4.82
T00274,R0039,Zone_3,15.52,8.42,322.57,2024-01-20,0,5,1,5.779415473841038,2.804571768092832,2.9017236257093817,0.47412578301138586,0.3328630130746048,-1.659187382425357,0.6476221187159386,0.6127450980392156,0.01897718151588121,0,0,0,Low,18.176666666666666,317.9633333333333,2054,0.25,72.0,18.0,3.96
T00275,R0664,Zone_34,12.57,20.82,451.26,2024-01-14,0,6,1,6.114257235694848,2.6078614738467776,4.5628938186199335,1.4068518544157311,-0.1016395479146326,-1.409053054802313,0.9228080814733494,0.49223856209150335,0.09006994610709781,0,1,2,Med,13.995000000000001,361.726,1304,0.09387755102040816,245.0,23.0,3.32
T00276,R0669,Zone_3,19.25,136.14,161.79,2024-01-04,0,3,1,5.092461026620419,3.0081547935525483,11.667904696216883,-0.6911838584556329,0.8822509969694713,0.9171961920919973,0.30381608023480944,0.7651143790849673,0.7512326568054123,0,0,2,Low,19.25,161.79,1959,0.38181818181818183,55.0,21.0,3.76
T00277,R0589,Zone_8,22.06,138.09,84.89,2023-07-06,0,3,7,4.453067407778134,3.138099514840913,11.751170154499508,-1.2485436757762807,1.2961330974371854,0.9565318323230408,0.13937594863138342,0.8799019607843136,0.7624125673661278,0,0,2,High,22.06,84.89,1882,0.05278590046929848,328.0,17.313775353929902,4.89
T00278,R0751,Zone_4,17.042499999999997,92.59,288.15,2023-05-24,0,2,5,5.666945584604227,2.892730085964291,9.622369770487934,0.22465471783353536,0.5571105212461684,0.03870022693203219,0.5740196566900617,0.674938725490196,0.5015479876160992,0,0,0,High,13.303125,275.855,1629,0.06349206349206349,441.0,28.0,3.41
T00279,R0173,Zone_17,6.57,160.28,177.14131519064549,2023-11-01,0,2,11,5.1825771408811825,2.0241930674493576,12.66017377447877,-0.5799197982438012,-0.9853735702656241,1.4041512460291175,0.3366427680142037,0.24714052287581698,0.8896342162596034,0,0,0,Med,11.525,273.8656575953227,1981,0.017985611510791366,278.0,5.0,4.74
T00280,R0035,Zone_1,18.62,50.79,76.75,2024-03-12,0,1,3,4.353498551059343,2.976549454137217,7.126710321038733,-1.3075411908996886,0.7894589246226172,-0.8044945226359714,0.12196967202212608,0.7393790849673203,0.26189657149409473,0,0,2,Low,16.425,156.685,958,0.7024958780338747,63.0,44.25724031613411,4.89
T00281,R0153,Zone_5,9.12,151.06,275.46,2024-05-18,0,5,5,5.622066145036211,2.3145136638593193,12.290646850349253,0.13267947619765735,-0.6097866107664529,1.2181642701674669,0.5468838274306668,0.35130718954248363,0.8367733058135536,0,0,2,Med,9.12,275.46,971,0.16541353383458646,133.0,22.0,4.13
T00282,R0471,Zone_4,20.76,27.42,267.25,2024-07-06,0,5,7,5.591919381510808,3.080073421987742,5.236410984634419,0.07317461143559614,1.104657392594471,-1.275917041712628,0.5293278653960227,0.8267973856209151,0.12790964338951955,0,0,2,Med,20.76,267.25,1816,0.16326530612244897,294.0,48.0,3.12
T00283,R0568,Zone_19,10.983999999999998,117.752,130.08,2023-09-23,0,5,9,4.8758078238306135,2.4835724267748636,10.851359361849555,-0.9210132447656164,-0.335239907822745,0.5462711907748575,0.23600858253461907,0.42745098039215684,0.6458089668615985,0,0,2,Med,11.982,297.245,2365,0.05423728813559322,295.0,16.0,4.01
T00284,R0530,Zone_32,12.85,34.87,372.32,2024-05-22,0,2,5,5.922435960697546,2.6282852326333477,5.90508255657785,0.8347064190543276,-0.060398626871586425,-1.1256347239068476,0.75400568890151,0.5036764705882353,0.17062263501891983,0,0,1,Med,12.85,372.32,1852,0.08045977011494253,174.0,14.0,4.11
T00285,R0026,Zone_24,6.09,148.06,226.13,2023-02-16,0,3,2,5.425522540783325,1.958685340544036,12.167990795525776,-0.22485706201336403,-1.0560722920537036,1.1576479005812466,0.44139836979741576,0.2275326797385621,0.8195734434124529,0,1,1,Med,6.09,226.13,1688,0.27325581395348836,172.0,47.0,4.1
T00286,R0680,Zone_31,21.96,57.27,90.66,2023-05-26,0,4,5,4.518086079080978,3.133753571451366,7.567694497005016,-1.2067235698472802,1.2814041970646692,-0.6737791643297354,0.1517143044096899,0.8758169934640523,0.2990482742804725,0,0,1,High,21.96,90.66,1210,0.0790273556231003,329.0,26.0,3.43
T00287,R0188,Zone_7,16.02,24.74,301.98,2023-04-11,0,1,4,5.713666796730178,2.834389123145228,4.973932046178355,0.3248925107274831,0.4065075149371874,-1.3299783318763183,0.6035932200200408,0.6331699346405228,0.11254443297786952,0,0,0,High,9.15,195.51000000000002,2029,0.002680965147453083,373.0,1.0,4.96
T00288,R0041,Zone_6,24.08,27.87,465.24,2024-03-16,0,5,3,6.14470052300684,3.22207071576472,5.279204485526205,1.508176825106793,1.5936568849620192,-1.2668395862746948,0.9527023992863,0.9624183006535947,0.13048962274968468,0,0,1,High,22.89,288.655,2334,0.024193548387096774,496.0,12.0,3.36
T00289,R0416,Zone_11,16.63,168.89,285.31,2023-08-20,0,6,8,5.657075139890874,2.869601996409779,12.99576854210631,0.2040708182081696,0.49635380720953814,1.5778332267415696,0.5679467051458,0.6580882352941175,0.9389978213507626,0,0,0,Low,16.143333333333334,152.84,2046,0.3763440860215054,93.0,35.0,3.1
T00290,R0219,Zone_19,7.8100000000000005,121.28,97.44,2023-12-24,0,6,12,4.589447225522855,2.175887439948088,11.012719918348964,-1.1575831334177094,-0.8027352056464192,0.6174384414082528,0.16621240704000495,0.2977941176470589,0.666036005045293,0,0,1,Med,10.555,129.735,2428,0.06722689075630252,238.0,16.0,3.7
T00291,R0635,Zone_3,21.43,38.39,191.21,2023-11-08,0,2,11,5.25858852431904,3.110399348532117,6.1959664298638675,-0.47795205318159567,1.2033410250903314,-1.0546288502590155,0.3667267261616338,0.8541666666666666,0.19080380690287813,0,0,1,High,14.99,323.0566666666667,1403,0.08056872037914692,422.0,34.0,3.77
T00292,R0541,Zone_2,17.21,68.912,19.711199999999998,2023-02-16,0,3,2,3.030674616751555,2.9019708937395166,8.30132519541308,-1.7209499704600133,0.5817814293701342,-0.4389353060888096,0.0,0.681781045751634,0.3657952069716776,0,0,0,Low,11.89,51.1156,2019,10.5,2.0,21.0,4.23
T00293,R0055,Zone_12,12.09,93.84400000000001,106.80999999999999,2024-07-26,0,4,7,4.680370418551027,2.5718485799218085,9.68731128848454,-1.0896707603579634,-0.172338269702712,0.0639960694190724,0.18624887040962912,0.4726307189542484,0.5087375300997593,0,0,0,Low,9.2375,159.83780000000002,890,0.48433446088446974,35.0,16.951706130956442,3.31
T00294,R0533,Zone_17,6.77,17.83,354.08,2024-06-21,0,4,6,5.872343116200119,2.050270164379556,4.222558466143482,0.7025055989252169,-0.9559157695205912,-1.469367703156579,0.7150019437721669,0.25531045751633985,0.07292741658066736,0,1,2,High,6.77,354.08,2266,0.03955078125,341.3333333333333,13.5,4.6
T00295,R0674,Zone_33,22.74,13.66,242.42,2024-05-12,0,6,5,5.494788346446411,3.167161389181522,3.6959437225152656,-0.10678955324674053,1.3962896199702977,-1.5534854568814254,0.47623230664812843,0.9076797385620914,0.04901960784313726,0,0,1,Med,22.74,242.42,1487,0.02512562814070352,199.0,5.0,4.11
T00296,R0316,Zone_19,13.71,109.0,370.36,2023-10-31,0,1,10,5.917171942526127,2.688527534613346,10.44030650891055,0.820500629172033,0.06626991633205587,0.36972476856865744,0.7498144969906815,0.5388071895424836,0.5956312349501205,0,0,0,High,7.28,195.03560000000002,2312,0.11388888888888889,360.0,41.0,4.12
